gap_rank,approved_symbol,approved_name,target_id,biotype,association_score,literature_mentions,trial_mentions,literature_documents_mentioned,trial_documents_mentioned,literature_to_trial_gap_signal,evidence_strength_norm,literature_signal_norm,trial_signal_norm,underexploration_norm,literature_trial_gap_norm,gap_score,conservative_gap_score,gap_category,gap_interpretation_tier,text_coverage_status,symbol_ambiguity_flag,mention_match_quality,interpretation_note
90,AKAP11,A-kinase anchoring protein 11,ENSG00000023516,protein_coding,0.5030645574681958,0,0,0,0,0,0.31985006662754845,0.0,0.0,1.0,0.0,0.12794,0.159925,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
91,TARS2,"threonyl-tRNA synthetase 2, mitochondrial",ENSG00000143374,protein_coding,0.5030392466541774,0,0,0,0,0,0.31980310832435865,0.0,0.0,1.0,0.0,0.127921,0.159902,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
92,MASTL,microtubule associated serine/threonine kinase like,ENSG00000120539,protein_coding,0.5030392466541774,0,0,0,0,0,0.31980310832435865,0.0,0.0,1.0,0.0,0.127921,0.159902,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
93,ATP6V1C1,ATPase H+ transporting V1 subunit C1,ENSG00000155097,protein_coding,0.5029313970500541,0,0,0,0,0,0.3196030185759353,0.0,0.0,1.0,0.0,0.127841,0.159802,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
94,FADS2,fatty acid desaturase 2,ENSG00000134824,protein_coding,0.5017930585581221,0,0,0,0,0,0.31749109740271686,0.0,0.0,1.0,0.0,0.126996,0.158746,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
95,CDK12,cyclin dependent kinase 12,ENSG00000167258,protein_coding,0.5016300431916646,0,0,0,0,0,0.31718866046816563,0.0,0.0,1.0,0.0,0.126875,0.158594,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
96,CTSB,cathepsin B,ENSG00000164733,protein_coding,0.5013866040818838,0,0,0,0,0,0.3167370160636417,0.0,0.0,1.0,0.0,0.126695,0.158369,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
97,PI4KB,phosphatidylinositol 4-kinase beta,ENSG00000143393,protein_coding,0.4993421627252597,0,0,0,0,0,0.31294403267683735,0.0,0.0,1.0,0.0,0.125178,0.156472,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
98,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,ENSG00000099795,protein_coding,0.4981214124775582,0,0,0,0,0,0.3106792157409215,0.0,0.0,1.0,0.0,0.124272,0.15534,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
99,MTMR6,myotubularin related protein 6,ENSG00000139505,protein_coding,0.4976720716320659,0,0,0,0,0,0.309845568761299,0.0,0.0,1.0,0.0,0.123938,0.154923,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
100,DRD1,dopamine receptor D1,ENSG00000184845,protein_coding,0.4964918626381651,0,0,0,0,0,0.30765596665199,0.0,0.0,1.0,0.0,0.123062,0.153828,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
101,H2BC4,H2B clustered histone 4,ENSG00000180596,protein_coding,0.4953245841496741,0,0,0,0,0,0.3054903540750995,0.0,0.0,1.0,0.0,0.122196,0.152745,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
102,TP53,tumor protein p53,ENSG00000141510,protein_coding,0.4951213066941584,0,0,0,0,0,0.3051132202389125,0.0,0.0,1.0,0.0,0.122045,0.152557,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
103,KIF1A,kinesin family member 1A,ENSG00000130294,protein_coding,0.4934775830034178,0,0,0,0,0,0.30206367487960195,0.0,0.0,1.0,0.0,0.120825,0.151032,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
104,NEU1,neuraminidase 1,ENSG00000204386,protein_coding,0.4886089952304533,0,0,0,0,0,0.2930311474949351,0.0,0.0,1.0,0.0,0.117212,0.146516,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
105,OGG1,8-oxoguanine DNA glycosylase,ENSG00000114026,protein_coding,0.4877648235381816,0,0,0,0,0,0.2914649841055953,0.0,0.0,1.0,0.0,0.116586,0.145732,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
106,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",ENSG00000051382,protein_coding,0.4868782401418179,0,0,0,0,0,0.2898201357060418,0.0,0.0,1.0,0.0,0.115928,0.14491,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
107,TGFBR2,transforming growth factor beta receptor 2,ENSG00000163513,protein_coding,0.4830083848043395,0,0,0,0,0,0.28264052306670984,0.0,0.0,1.0,0.0,0.113056,0.14132,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
108,BMS1,BMS1 ribosome biogenesis factor,ENSG00000165733,protein_coding,0.4824617197451569,0,0,0,0,0,0.2816263137420414,0.0,0.0,1.0,0.0,0.112651,0.140813,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
109,CLK2,CDC like kinase 2,ENSG00000176444,protein_coding,0.4823993150445137,0,0,0,0,0,0.281510536396787,0.0,0.0,1.0,0.0,0.112604,0.140755,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
110,GABRP,gamma-aminobutyric acid type A receptor subunit pi,ENSG00000094755,protein_coding,0.4814067067058774,0,0,0,0,0,0.2796689834826609,0.0,0.0,1.0,0.0,0.111868,0.139834,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
111,DRD3,dopamine receptor D3,ENSG00000151577,protein_coding,0.4803842725140399,0,0,0,0,0,0.2777720956647859,0.0,0.0,1.0,0.0,0.111109,0.138886,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
112,NOC4L,nucleolar complex associated 4 homolog,ENSG00000184967,protein_coding,0.4791090291238817,0,0,0,0,0,0.2754061794318111,0.0,0.0,1.0,0.0,0.110162,0.137703,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
113,XPO1,exportin 1,ENSG00000082898,protein_coding,0.4783128590683893,0,0,0,0,0,0.2739290718670627,0.0,0.0,1.0,0.0,0.109572,0.136965,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
114,AP2S1,adaptor related protein complex 2 subunit sigma 1,ENSG00000042753,protein_coding,0.4773971596481343,0,0,0,0,0,0.27223020548623944,0.0,0.0,1.0,0.0,0.108892,0.136115,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
115,DRD4,dopamine receptor D4,ENSG00000069696,protein_coding,0.4771217441322876,0,0,0,0,0,0.27171923632946227,0.0,0.0,1.0,0.0,0.108688,0.13586,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
116,SLC24A4,solute carrier family 24 member 4,ENSG00000140090,protein_coding,0.4770198056518296,0,0,0,0,0,0.27153011329025134,0.0,0.0,1.0,0.0,0.108612,0.135765,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
117,INPP5D,inositol polyphosphate-5-phosphatase D,ENSG00000168918,protein_coding,0.4769343857371123,0,0,0,0,0,0.2713716365912865,0.0,0.0,1.0,0.0,0.108549,0.135686,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
118,TGFBR1,transforming growth factor beta receptor 1,ENSG00000106799,protein_coding,0.4750378558173373,0,0,0,0,0,0.26785306832569344,0.0,0.0,1.0,0.0,0.107141,0.133927,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
119,RAB7A,"RAB7A, member RAS oncogene family",ENSG00000075785,protein_coding,0.474824686168203,0,0,0,0,0,0.2674575818349131,0.0,0.0,1.0,0.0,0.106983,0.133729,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
120,PTPN1,protein tyrosine phosphatase non-receptor type 1,ENSG00000196396,protein_coding,0.4733977341165619,0,0,0,0,0,0.2648102056173931,0.0,0.0,1.0,0.0,0.105924,0.132405,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
121,CLTC,clathrin heavy chain,ENSG00000141367,protein_coding,0.4728858568785419,0,0,0,0,0,0.2638605369689859,0.0,0.0,1.0,0.0,0.105544,0.13193,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
122,PPT1,palmitoyl-protein thioesterase 1,ENSG00000131238,protein_coding,0.4728154732398079,0,0,0,0,0,0.2637299565678626,0.0,0.0,1.0,0.0,0.105492,0.131865,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
123,RRP15,ribosomal RNA processing 15 homolog,ENSG00000067533,protein_coding,0.4726977086145429,0,0,0,0,0,0.26351147181370915,0.0,0.0,1.0,0.0,0.105405,0.131756,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
124,RASGEF1C,RasGEF domain family member 1C,ENSG00000146090,protein_coding,0.4703869592573467,0,0,0,0,0,0.2592244161373426,0.0,0.0,1.0,0.0,0.10369,0.129612,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
125,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,ENSG00000110717,protein_coding,0.4697485888989902,0,0,0,0,0,0.2580400690510203,0.0,0.0,1.0,0.0,0.103216,0.12902,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
126,FCF1,FCF1 rRNA-processing protein,ENSG00000119616,protein_coding,0.4690379000231848,0,0,0,0,0,0.25672155184807754,0.0,0.0,1.0,0.0,0.102689,0.128361,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
127,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,ENSG00000147684,protein_coding,0.4688652507665982,0,0,0,0,0,0.2564012414807221,0.0,0.0,1.0,0.0,0.10256,0.128201,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
128,PPP1R10,protein phosphatase 1 regulatory subunit 10,ENSG00000204569,protein_coding,0.4686893597488367,0,0,0,0,0,0.25607491678273264,0.0,0.0,1.0,0.0,0.10243,0.128037,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
129,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,ENSG00000128609,protein_coding,0.4685556494443896,0,0,0,0,0,0.25582684854552484,0.0,0.0,1.0,0.0,0.102331,0.127913,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
130,GM2A,ganglioside GM2 activator,ENSG00000196743,protein_coding,0.4684157194612444,0,0,0,0,0,0.2555672411473151,0.0,0.0,1.0,0.0,0.102227,0.127784,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
131,AP2M1,adaptor related protein complex 2 subunit mu 1,ENSG00000161203,protein_coding,0.4681822308224015,0,0,0,0,0,0.25513405751733764,0.0,0.0,1.0,0.0,0.102054,0.127567,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
132,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12,ENSG00000149084,protein_coding,0.467993063220509,0,0,0,0,0,0.2547831012187012,0.0,0.0,1.0,0.0,0.101913,0.127392,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
133,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,ENSG00000151366,protein_coding,0.4670283129077943,0,0,0,0,0,0.2529932323644615,0.0,0.0,1.0,0.0,0.101197,0.126497,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
134,COPA,coat protein complex I subunit alpha,ENSG00000122218,protein_coding,0.466345507639121,0,0,0,0,0,0.2517264466813658,0.0,0.0,1.0,0.0,0.100691,0.125863,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
135,SON,SON DNA and RNA binding protein,ENSG00000159140,protein_coding,0.4651528457924181,0,0,0,0,0,0.2495137412124796,0.0,0.0,1.0,0.0,0.099805,0.124757,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,moderate,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
136,COPG1,coat protein complex I subunit gamma 1,ENSG00000181789,protein_coding,0.464992191482808,0,0,0,0,0,0.24921568466740174,0.0,0.0,1.0,0.0,0.099686,0.124608,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
137,TMEM106B,transmembrane protein 106B,ENSG00000106460,protein_coding,0.4647701043432878,0,0,0,0,0,0.2488036538562005,0.0,0.0,1.0,0.0,0.099521,0.124402,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
138,NUP93,nucleoporin 93,ENSG00000102900,protein_coding,0.4645497293282128,0,0,0,0,0,0.2483947994919813,0.0,0.0,1.0,0.0,0.099358,0.124197,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
139,SF3B1,splicing factor 3b subunit 1,ENSG00000115524,protein_coding,0.4644398507441357,0,0,0,0,0,0.2481909454451925,0.0,0.0,1.0,0.0,0.099276,0.124095,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
140,ACACA,acetyl-CoA carboxylase alpha,ENSG00000278540,protein_coding,0.4642189930950091,0,0,0,0,0,0.24778119566622647,0.0,0.0,1.0,0.0,0.099112,0.123891,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
141,BMP2K,BMP2 inducible kinase,ENSG00000138756,protein_coding,0.4641007425409068,0,0,0,0,0,0.2475618093846208,0.0,0.0,1.0,0.0,0.099025,0.123781,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
142,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,ENSG00000145675,protein_coding,0.4640863798250131,0,0,0,0,0,0.24753516272019216,0.0,0.0,1.0,0.0,0.099014,0.123768,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
143,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,ENSG00000103174,protein_coding,0.4638903158507464,0,0,0,0,0,0.24717141181350322,0.0,0.0,1.0,0.0,0.098869,0.123586,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
144,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide,ENSG00000100028,protein_coding,0.4638227176293007,0,0,0,0,0,0.24704599910352731,0.0,0.0,1.0,0.0,0.098818,0.123523,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
145,MDN1,midasin AAA ATPase 1,ENSG00000112159,protein_coding,0.4634832506063762,0,0,0,0,0,0.24641619733682518,0.0,0.0,1.0,0.0,0.098566,0.123208,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
146,MED1,mediator complex subunit 1,ENSG00000125686,protein_coding,0.4634711034619965,0,0,0,0,0,0.2463936611478169,0.0,0.0,1.0,0.0,0.098557,0.123197,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
147,MCM10,minichromosome maintenance 10 replication initiation factor,ENSG00000065328,protein_coding,0.4633607428109449,0,0,0,0,0,0.24618891273836063,0.0,0.0,1.0,0.0,0.098476,0.123094,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
148,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,ENSG00000184983,protein_coding,0.4632818477780767,0,0,0,0,0,0.24604254143355353,0.0,0.0,1.0,0.0,0.098417,0.123021,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
149,KIF18B,kinesin family member 18B,ENSG00000186185,protein_coding,0.4632221503654381,0,0,0,0,0,0.24593178682881045,0.0,0.0,1.0,0.0,0.098373,0.122966,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
150,COPZ1,coat protein complex I subunit zeta 1,ENSG00000111481,protein_coding,0.4630929331463163,0,0,0,0,0,0.24569205446190734,0.0,0.0,1.0,0.0,0.098277,0.122846,Moderate gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
151,SNX3,sorting nexin 3,ENSG00000112335,protein_coding,0.4630701093196636,0,0,0,0,0,0.2456497101828521,0.0,0.0,1.0,0.0,0.09826,0.122825,Low gap signal,Checked-zero text signal,checked_zero_mentions,low,not_detected,"Not detected in literature or trial text in this corpus. This is a lexical absence — the gene symbol was not found as a standalone token. The target may be referenced via protein name, drug name, or pathway, or may simply not appear in this sample of 478 papers and 1,000 trials."
