paper_id,title,year,citation_count,topic_id,topic_score,topic_label
8d466027a75c39f17e7ad5ecc5f8e37042c6bc87,"Recent Advancements in Pathogenesis, Diagnostics and Treatment of Alzheimer’s Disease",2020,552,5,0.1107482493003358,Drug/Therapeutic Interventions
3778ea28655b9a1afee91cfb16a93b6b4307c939,Understanding the impact of sex and gender in Alzheimer's disease: A call to action,2018,688,5,0.08508773980333262,Drug/Therapeutic Interventions
151638d064b3677e739392380ca225b41685040b,Deep Multilayer Brain Proteomics Identifies Molecular Networks in Alzheimer's Disease Progression.,2020,448,4,0.11942233637124325,Neuroinflammation & Immune
22fb5671e5a86e960bb6fffc43749e8f061847f8,A review of the possible associations between ambient PM2.5 exposures and the development of Alzheimer's disease.,2019,274,0,0.07816055770044267,Amyloid/Tau Pathology
71e5ef6d6358f27e86f5b91a6dac64bcaaee6f71,"Amyloid Oligomers: A Joint Experimental/Computational Perspective on Alzheimer's Disease, Parkinson's Disease, Type II Diabetes, and Amyotrophic Lateral Sclerosis.",2021,527,0,0.09556899993503724,Amyloid/Tau Pathology
2ff44ecf28ab5caa615c62ddaa79f19053230329,New insights into atypical Alzheimer's disease in the era of biomarkers.,2021,503,2,0.13577448818974736,Amyloid/Tau Pathology
075ef6870bd3f5ab3405ed5d506b7bd4e80e52e3,A CNN based framework for classification of Alzheimer’s disease,2021,153,3,0.11750637453412964,Cognitive & Neuropsychological
c14ee2d8fd9da5595ed5eb7aa0ee7f611403d30c,Interaction between Aβ and Tau in the Pathogenesis of Alzheimer's Disease,2021,503,0,0.15051380117351898,Amyloid/Tau Pathology
f44d0392c12487bd3738a2d9cd8eefa139775abb,Spread of pathological tau proteins through communicating neurons in human Alzheimer’s disease,2019,429,0,0.08610953823443533,Amyloid/Tau Pathology
f419c957c413b249bb526c1c54720abcd3707eeb,Blood biomarkers for Alzheimer’s disease in clinical practice and trials,2023,355,2,0.1884390414934232,Amyloid/Tau Pathology
2e6b879b7c80b6774c8f2eeeb7032b808326bc4d,"Inflammatory Processes in Alzheimer’s Disease—Pathomechanism, Diagnosis and Treatment: A Review",2023,296,0,0.08742293012504511,Amyloid/Tau Pathology
05899f3af3c4334b99f68ec4189c4da1faef568e,"Antibiotics, gut microbiota, and Alzheimer’s disease",2019,381,0,0.10249270258401985,Amyloid/Tau Pathology
13fc8d0b3591ad3e483beb62fb015733f8916c29,Biomarkers in Alzheimer’s disease: role in early and differential diagnosis and recognition of atypical variants,2023,231,2,0.13794973332171298,Amyloid/Tau Pathology
cdf8fb8d7245a46171bb1be9713d244b6809a029,Molecular Mechanisms of Neuroinflammation in Aging and Alzheimer’s Disease Progression,2023,132,0,0.11676438659351678,Amyloid/Tau Pathology
87b060d48964eb3b3d00968b2bfa3af05707096d,The structural and social determinants of Alzheimer's disease related dementias,2023,187,1,0.10898618054816998,"Care, Lifestyle & QoL"
a52417bf15cba9680a37fd46ae325884739df2ba,"Mitochondrial dysfunction and oxidative stress in Alzheimer's disease, and Parkinson's disease, Huntington's disease and Amyotrophic Lateral Sclerosis -An updated review.",2023,193,0,0.15147891523769116,Amyloid/Tau Pathology
bc4178a00d395f8eefb1920383d93ff9d22ef9c2,The effects of microglia-associated neuroinflammation on Alzheimer’s disease,2023,258,4,0.12101241717257788,Neuroinflammation & Immune
cc9ed2ea15e2d363811a3f598f352efecd4876d2,Compilation of reported protein changes in the brain in Alzheimer’s disease,2023,124,4,0.06331219953211752,Neuroinflammation & Immune
9f4bb82a9b00e06a2b741cb3227adff4c70f458c,A systematic review on machine learning and deep learning techniques in the effective diagnosis of Alzheimer’s disease,2023,123,3,0.3397418302701853,Cognitive & Neuropsychological
497c1201ac0184312560bb272d6074e8680df672,"Microglia in Alzheimer’s disease: pathogenesis, mechanisms, and therapeutic potentials",2023,192,0,0.10211556956174174,Amyloid/Tau Pathology
1afbb35ec40e9a06da9c173c52a2166693581486,Anti-Amyloid Monoclonal Antibodies for the Treatment of Alzheimer’s Disease,2023,259,2,0.0851434846289358,Amyloid/Tau Pathology
6820c30e918d0e4bf6ea18e2eed94920bc6b398d,Plasma Aβ42/Aβ40 and phospho‐tau217 concentration ratios increase the accuracy of amyloid PET classification in preclinical Alzheimer's disease,2023,119,2,0.2664684524032276,Amyloid/Tau Pathology
df40c350fc246ff4c1fbfbc7cc8af5f9b52fe431,"Educational attainment, structural brain reserve and Alzheimer’s disease: a Mendelian randomization analysis",2022,111,4,0.09928625258177275,Neuroinflammation & Immune
db70564f2bb40fa38e211a88f584871a0e54f6eb,Cardiovascular Disease and Alzheimer's Disease: The Heart–Brain Axis,2023,110,1,0.19127366843370236,"Care, Lifestyle & QoL"
46dd312c74f9c52df8a3e0925032fe0734c552c8,Alzheimer’s disease as a synaptopathy: Evidence for dysfunction of synapses during disease progression,2023,133,0,0.12914202728387908,Amyloid/Tau Pathology
51117e6815c03b5dc475ebddd43587ecb5999cff,The neuroimmune axis of Alzheimer’s disease,2023,225,0,0.10703832233045094,Amyloid/Tau Pathology
997f1f9a7d4fc2b63bd2cfb92cda32dde794ff1e,Deep learning to detect Alzheimer's disease from neuroimaging: A systematic literature review,2019,344,3,0.3122975812506685,Cognitive & Neuropsychological
b24b591a0e125929a503d5506d666ab4e3592696,Prediction of future Alzheimer’s disease dementia using plasma phospho-tau combined with other accessible measures,2021,423,2,0.240784820680976,Amyloid/Tau Pathology
96a1760e170d9b249e61233cbabd3c13a183a86e,Equivalence of plasma p‐tau217 with cerebrospinal fluid in the diagnosis of Alzheimer's disease,2023,132,2,0.2840266581691786,Amyloid/Tau Pathology
7131a0e3d949584e268a04b9d84263803e7ada59,The multiplex model of the genetics of Alzheimer’s disease,2020,394,4,0.06980871244853767,Neuroinflammation & Immune
5d066b72fc3f57ff12ff6fe81cce5049d9c735ed,Astrocytic and microglial cells as the modulators of neuroinflammation in Alzheimer’s disease,2022,420,4,0.15453507525073643,Neuroinflammation & Immune
dbdd79bc35a3afde5bea1f2fc5184af510cc5893,New Insights Into the Pathogenesis of Alzheimer's Disease,2020,284,0,0.10815059775559388,Amyloid/Tau Pathology
fb146fea2d672b7861d3db8d5b86bea10f1c3b44,Alzheimer’s Disease Drug Development Pipeline 2020,2020,300,5,0.2938149791277264,Drug/Therapeutic Interventions
c64aa17e37b0881f5a84110d025fd1cae088e278,Mitochondrial Dysfunction and Oxidative Stress in Alzheimer’s Disease,2021,403,0,0.1402584177094737,Amyloid/Tau Pathology
963d44388c7059d8d97e70124f29ad75b156176b,White matter changes in Alzheimer’s disease: a focus on myelin and oligodendrocytes,2018,600,0,0.10518676760106138,Amyloid/Tau Pathology
aff551053834055f09f4d380df60efedc34abeba,The Role of the JAK/STAT Signaling Pathway in the Pathogenesis of Alzheimer’s Disease: New Potential Treatment Target,2023,103,0,0.17619667950114878,Amyloid/Tau Pathology
9dbe6b562aec1dc05309ecc0b7a89b81e6fd01bf,Alzheimer’s Disease: Treatment Strategies and Their Limitations,2022,444,5,0.14987112066429845,Drug/Therapeutic Interventions
8d54028aa9d09ee90d4c8505ddfc8561b99270b1,Development and validation of an interpretable deep learning framework for Alzheimer’s disease classification,2020,383,3,0.22757768387553287,Cognitive & Neuropsychological
b1c695f1475ea0f66e25a44a9996646902df3c06,Detection and treatment of Alzheimer’s disease in its preclinical stage,2023,115,3,0.05652330795918584,Cognitive & Neuropsychological
ea95fe35016fc8176c21ee88ba4bd14d2fab7468,A molecular network of the aging human brain provides insights into the pathology and cognitive decline of Alzheimer’s disease,2018,450,4,0.17919016778096014,Neuroinflammation & Immune
a624c771307c853525aea8bc70755fa5368ab4b5,Pathological mechanisms and therapeutic strategies for Alzheimer’s disease,2021,320,0,0.18392107735997637,Amyloid/Tau Pathology
69daacfe55b75610aafc839360da42d18693af13,Neuroinflammation in Alzheimer’s Disease: Current Progress in Molecular Signaling and Therapeutics,2022,432,0,0.05662980069974344,Amyloid/Tau Pathology
d850225c77b09e11d712326b5b7510aacfbba6e2,Anti-herpetic tau preserves neurons via the cGAS-STING-TBK1 pathway in Alzheimer's disease.,2024,40,0,0.09362273198551696,Amyloid/Tau Pathology
fd81880d09fa9997be8a0fccd5f1bf3fc4eb3fcb,Brain MRI analysis for Alzheimer’s disease diagnosis using an ensemble system of deep convolutional neural networks,2018,387,3,0.37588373902536354,Cognitive & Neuropsychological
958679c0420b7d94fa2f79529456e4710f929f86,Reconsideration of Amyloid Hypothesis and Tau Hypothesis in Alzheimer's Disease,2018,704,0,0.12154072258492483,Amyloid/Tau Pathology
89e4c347a02915722d158b94f3c817ce2c1fa208,The diagnostic and prognostic capabilities of plasma biomarkers in Alzheimer's disease,2021,282,2,0.24638326682205203,Amyloid/Tau Pathology
e7e94580351bba73ea45bf25ab662a17062d8c1a,A Quarter Century of APOE and Alzheimer's Disease: Progress to Date and the Path Forward.,2019,455,4,0.13076494615051318,Neuroinflammation & Immune
694de132ce8585533915125993f594b9f4c77f0b,Machine learning methods for predicting progression from mild cognitive impairment to Alzheimer’s disease dementia: a systematic review,2021,228,3,0.3312538586372704,Cognitive & Neuropsychological
f87abaa667e89c9b39e1b2e9dab65bc3c01ea912,Fully defined human pluripotent stem cell-derived microglia and tri-culture system model C3 production in Alzheimer’s disease,2021,181,4,0.1906883887469356,Neuroinflammation & Immune
d0b8525281c89734ba3e2e7606fecdaff32592f0,Alzheimer's disease associated with Down syndrome: a genetic form of dementia.,2021,218,4,0.04516976334260159,Neuroinflammation & Immune
91431a6bfff283334496ad8f44a6170e2f2b20fc,Heavy Metals Exposure and Alzheimer’s Disease and Related Dementias,2020,248,1,0.1044510216766593,"Care, Lifestyle & QoL"
6be9cfd4b7513ff30f86531d75859032718fd73f,An integrated multi-omics approach identifies epigenetic alterations associated with Alzheimer’s disease,2020,304,4,0.1866541348045975,Neuroinflammation & Immune
b7e0c88a34e6117e4890e0a3bf286694cfa077ad,Nrf2: a dark horse in Alzheimer's disease treatment.,2020,206,0,0.14969232738436497,Amyloid/Tau Pathology
68b964348a73d7e55dcb6e3c9369f0ea61087551,Plasma phospho‐tau181 increases with Alzheimer's disease clinical severity and is associated with tau‐ and amyloid‐positron emission tomography,2018,535,2,0.18811005719213394,Amyloid/Tau Pathology
27b790e323b00c47aa31a7239eef1d1e1bd96a34,A trial of gantenerumab or solanezumab in dominantly inherited Alzheimer’s disease,2021,288,0,0.0,Amyloid/Tau Pathology
e161f9c8f0929a2b89f5cb7546edc7ea69a61984,Phosphorylated Tau in Alzheimer’s Disease and Other Tauopathies,2022,349,0,0.11503727895364474,Amyloid/Tau Pathology
26c7081b0a82e4fe600d3f327431ca2407fd0cc9,Genome-wide association studies for Alzheimer’s disease: bigger is not always better,2022,91,4,0.17755248012777594,Neuroinflammation & Immune
73ecaafb45fed6381deb12cfbef0779fc8cfd33f,Multi-Modality Cascaded Convolutional Neural Networks for Alzheimer’s Disease Diagnosis,2018,366,3,0.15616578836446482,Cognitive & Neuropsychological
d5989d7d6f2519fc59bf738d4243d0ba29090d9a,Tau biomarkers in Alzheimer's disease: towards implementation in clinical practice and trials.,2022,368,2,0.3072792963810755,Amyloid/Tau Pathology
e286245f716ba7af49cd9a09f763ea5f51741ea4,Cholesterol and Alzheimer’s Disease; From Risk Genes to Pathological Effects,2021,184,4,0.14510519031535557,Neuroinflammation & Immune
6d84fcb9963b48ced9383e6cb670197895cb0367,TDP-43 Pathology in Alzheimer’s Disease,2021,251,4,0.08714994638956317,Neuroinflammation & Immune
15c20bb6b4b3933d37a27c2861e2fbf5a719c4fb,Blood‐based biomarkers for Alzheimer's disease,2021,217,2,0.2778928163644556,Amyloid/Tau Pathology
cb19be74b27c7347e250ab5d2caea1b6b215636d,The Impact of Systemic Inflammation on Alzheimer’s Disease Pathology,2022,263,0,0.11583745684928122,Amyloid/Tau Pathology
e688b984349ffc6d37dc3e822fa606f1d2f843f2,Immunotherapy for Alzheimer’s disease: targeting β-amyloid and beyond,2022,188,5,0.2553980662569011,Drug/Therapeutic Interventions
cd67a41ba85496bd52a26876603cd9e98da0aadf,"Plasma Aβ42/40 ratio, p‐tau181, GFAP, and NfL across the Alzheimer's disease continuum: A cross‐sectional and longitudinal study in the AIBL cohort",2022,244,2,0.25349636444676893,Amyloid/Tau Pathology
51caf22cfa8189bb8698dbf64d89901d87c032be,Entorhinal cortex dysfunction in Alzheimer's disease.,2022,176,0,0.08488361470895606,Amyloid/Tau Pathology
e371ddc3df37cb45af44ac8ba726b5a15a933ac0,The AHEAD 3–45 Study: Design of a prevention trial for Alzheimer’s disease,2022,222,2,0.11439357445994562,Amyloid/Tau Pathology
7f76eb0a44f51fa510516c1d3d2d7020f7b7581c,γ-Secretase in Alzheimer’s disease,2022,216,0,0.1177353576691339,Amyloid/Tau Pathology
870476deb1bcfcfdc6a9a44f468b5fb5c50e5bdc,Pathogenesis of Alzheimer’s Disease,2022,245,0,0.03161317871729494,Amyloid/Tau Pathology
180469ad722ebaf51ef94dbda879f9371481e975,Functional aspects of meningeal lymphatics in ageing and Alzheimer’s disease,2018,473,4,0.021336681263337688,Neuroinflammation & Immune
7be83da5f600d7406257ef9f7c15c2a10bada14d,Amyloid Beta in Aging and Alzheimer’s Disease,2022,267,0,0.12474109278162147,Amyloid/Tau Pathology
8ea1401380b8d869b4dfed293782aa1f424b1e07,Endophenotype-based in silico network medicine discovery combined with insurance record data mining identifies sildenafil as a candidate drug for Alzheimer’s disease,2021,149,5,0.12156458995096624,Drug/Therapeutic Interventions
bb77b00ed026368a39d8dcda3c552f322e6c1840,New insights into the role of TREM2 in Alzheimer’s disease,2018,392,4,0.14316857355111912,Neuroinflammation & Immune
4712172dfe0d263973de63eb9d192a17200b305d,Neuronal cell death mechanisms in Alzheimer’s disease: An insight,2022,173,0,0.12771022559927137,Amyloid/Tau Pathology
71aa157658508c1e96acdbaa9cd0e8c2044c36d2,FSH blockade improves cognition in mice with Alzheimer’s disease,2022,243,4,0.054368835895443765,Neuroinflammation & Immune
982e40475af954b02affb4aa636e9b89877b8986,"Amyloidosis in Alzheimer’s Disease: Pathogeny, Etiology, and Related Therapeutic Directions",2022,171,0,0.1524974319607269,Amyloid/Tau Pathology
82bade412bef33df1fc214307836792ffda9e257,Structure-based discovery of small molecules that disaggregate Alzheimer’s disease tissue derived tau fibrils in vitro,2022,153,5,0.0612523681621163,Drug/Therapeutic Interventions
eb48959bc5944174ee9af974333598e1aa4c55c6,Microglia and Alzheimer’s Disease,2022,162,0,0.10909291424286657,Amyloid/Tau Pathology
7714f65032c3e134b7af351ea0bebc158a9a5579,Plasma biomarkers and genetics in the diagnosis and prediction of Alzheimer’s disease,2022,144,2,0.23229546692703107,Amyloid/Tau Pathology
92e984724c93f5ec268e1323789b537d8348852f,Emerging roles of innate and adaptive immunity in Alzheimer's disease.,2022,219,0,0.10635890917172654,Amyloid/Tau Pathology
174d9d97d84156b7f29fa3a46df3933027e22756,Alzheimer’s Disease as Type 3 Diabetes: Common Pathophysiological Mechanisms between Alzheimer’s Disease and Type 2 Diabetes,2022,248,0,0.12885568239100165,Amyloid/Tau Pathology
8e8421c9187863797de846e2a2ccabd08bd2b2c4,Activation of Wnt/β-catenin pathway mitigates blood–brain barrier dysfunction in Alzheimer’s disease,2022,148,4,0.09225064674580118,Neuroinflammation & Immune
9695f13664c14aa71aaa2576f95ce9ed7e6b0670,Mitophagy in Alzheimer’s disease: Molecular defects and therapeutic approaches,2022,190,0,0.1239852403804848,Amyloid/Tau Pathology
be3a4c51ab47198fdeeeeef5137fc569da2fa1db,Microbiota in neuroinflammation and synaptic dysfunction: a focus on Alzheimer’s disease,2022,253,0,0.15041543962935117,Amyloid/Tau Pathology
753d1219fdab45cb55f727f3eb7dc395040f617d,Targeting neuroinflammation in Alzheimer’s disease: from mechanisms to clinical applications,2022,150,0,0.14746953489807912,Amyloid/Tau Pathology
0689c6468b4d579e81a36ab8253bfa43cf10bd47,Alzheimer’s Disease: An Update and Insights Into Pathophysiology,2022,215,0,0.1438171742263998,Amyloid/Tau Pathology
46dea208ca62d467417c3194b837ffa2d82303ac,Brain-derived tau: a novel blood-based biomarker for Alzheimer’s disease-type neurodegeneration,2022,194,2,0.2648683784022374,Amyloid/Tau Pathology
d4f75b92064ce3869e1f72217dad2069511e88a8,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,2023,80,3,0.31002385182662046,Cognitive & Neuropsychological
63e13545e992830c08737ad77831376af298dbe4,Convolutional neural network based Alzheimer's disease classification from magnetic resonance brain images,2019,371,3,0.38546891046947673,Cognitive & Neuropsychological
0303b3af69f624881326c561ba71e35090489bb0,The Neuroprotective Potentiality of Flavonoids on Alzheimer’s Disease,2022,132,0,0.12754476606258933,Amyloid/Tau Pathology
b30375304fbb3bbe24c65c0d3d83174fda89f46d,Histone Modifications in Alzheimer’s Disease,2023,81,4,0.0530274827501832,Neuroinflammation & Immune
fc513fa1b4022731e93eddf452bcb9d12ef71611,Mouse Models of Alzheimer’s Disease,2022,130,0,0.12305019130257853,Amyloid/Tau Pathology
0a13ebffeb6b96845b4d468dad631e8e75b02104,MicroRNAs in Alzheimer's disease: Potential diagnostic markers and therapeutic targets.,2022,129,0,0.07980747737065585,Amyloid/Tau Pathology
893c736c079917c2a99401cdad0e03b99dbce263,Innate Immune Cell Death in Neuroinflammation and Alzheimer’s Disease,2022,212,0,0.13309669039526045,Amyloid/Tau Pathology
603fda8c2b25baf683c0c033cfeb28cb7cc7c250,"Aging, Cellular Senescence, and Alzheimer’s Disease",2022,224,4,0.15545675135163975,Neuroinflammation & Immune
c88971a97a8e2f7806543a80671d08f7c97553cc,Amyloid-beta peptide and tau protein crosstalk in Alzheimer’s disease,2022,222,0,0.14659469755139212,Amyloid/Tau Pathology
7054b0752449b4e7b65eeba9dab15edcc7b6e65e,Functional aspects of meningeal lymphatics in aging and Alzheimer’s disease,2018,1019,4,0.06466020170260081,Neuroinflammation & Immune
c0dce7aa986d3b3e3a4767c6bef81f14eac22e8e,Association of COVID-19 with New-Onset Alzheimer’s Disease,2022,117,1,0.21253846622928804,"Care, Lifestyle & QoL"
4bb1efbfde30bb1f3ccb7e94ba66c4f3c881f9a3,Vascular contributions to Alzheimer's disease.,2022,126,0,0.1147103518196125,Amyloid/Tau Pathology
9f72a0f518c638bbcec926a6e53cecafbdda2b2b,Depression—an underrecognized target for prevention of dementia in Alzheimer’s disease,2020,270,0,0.07733261907428231,Amyloid/Tau Pathology
d1b5d89923358b952f3c4fc4d50987046f27a8cc,Phosphorylated tau interactome in the human Alzheimer’s disease brain,2020,293,0,0.10362554274395294,Amyloid/Tau Pathology
9624ff182999a1c3f8b11f105009b2b703f2086d,Diet in the Prevention of Alzheimer’s Disease: Current Knowledge and Future Research Requirements,2022,118,5,0.058341609576967185,Drug/Therapeutic Interventions
241a0f07b9a412e68daabff90ccdf6a416d727d1,APOE2: protective mechanism and therapeutic implications for Alzheimer’s disease,2020,224,4,0.15483603928363807,Neuroinflammation & Immune
6cfe44f16ac2df5bdc005343d99650e576117e3e,Vascular dysfunction—The disregarded partner of Alzheimer's disease,2019,597,2,0.10786794025791298,Amyloid/Tau Pathology
789e9c09bec0ca2bdba37735fdd8feba63c7e75e,A Comparative Analysis of Machine Learning Algorithms to Predict Alzheimer's Disease,2021,131,3,0.21492323085389436,Cognitive & Neuropsychological
ab720c431d9e324dee8131e95b57fa2b0626c470,Systematic Review on Resting-State EEG for Alzheimer's Disease Diagnosis and Progression Assessment,2018,326,3,0.10210148738673487,Cognitive & Neuropsychological
e9bcffac757b087de0ff3df3b29148134d12651e,Forecasting the prevalence of preclinical and clinical Alzheimer's disease in the United States,2018,358,1,0.15402856202159976,"Care, Lifestyle & QoL"
2183e0172acc78f3cd73ac15d067492d935e3243,Tau Activates Transposable Elements in Alzheimer’s Disease,2018,263,4,0.16535819477203492,Neuroinflammation & Immune
9e64b2b5d7cb1c81bb59af998164880371bedca4,Alzheimer’s disease hypothesis and related therapies,2018,513,0,0.13832466779873642,Amyloid/Tau Pathology
705de1ad648e58eb4f0365ee12849559794f34bf,Alzheimer's disease drug development pipeline: 2018,2018,548,5,0.5033232013166432,Drug/Therapeutic Interventions
9da6ba93bc5b92fa2d7c5ca2e936d34d44b264b1,Impaired glymphatic function and clearance of tau in an Alzheimer’s disease model,2020,493,4,0.057596515869012016,Neuroinflammation & Immune
66cbd7b478e40c5ead0313badcb6e76142993513,Astrocyte Biomarkers in Alzheimer's Disease.,2019,288,2,0.12185166517218189,Amyloid/Tau Pathology
10eb5e409415886b2bcc043c5161ece40dd0d30b,Randomized Trial of Verubecestat for Prodromal Alzheimer's Disease,2019,434,2,0.09895580409782649,Amyloid/Tau Pathology
89496855e1329c674b4d11681eb43b25f9d3235a,Treatment Combinations for Alzheimer’s Disease: Current and Future Pharmacotherapy Options,2019,431,5,0.2633733465339727,Drug/Therapeutic Interventions
6e74924cc87c19d7b7c48a938a22d85b71a4c11b,RNN-based longitudinal analysis for diagnosis of Alzheimer's disease,2019,218,3,0.30955939405841637,Cognitive & Neuropsychological
e3bc9ece59fa8f8dfe88a836bf7ad9f342fd2552,Lecanemab in Early ­Alzheimer’s Disease,2023,153,2,0.029829827514848042,Amyloid/Tau Pathology
2174c53d50ede3cd0176dc44b2a3146f93f2f915,Alzheimer's disease and its treatment by different approaches: A review.,2021,385,5,0.15245628334324438,Drug/Therapeutic Interventions
72b3390486d9b9e4f520e158eae290219d68fc16,Deep learning-based speech analysis for Alzheimer’s disease detection: a literature review,2022,96,3,0.2886061851093312,Cognitive & Neuropsychological
484fc4606cd9375fb1cd01dc6424a3629c2ba97e,Structural progression of Alzheimer’s disease over decades: the MRI staging scheme,2022,109,2,0.09090164034257409,Amyloid/Tau Pathology
1aa417b931226131543ee0749e8af1c5f242225a,Type 2 Diabetes Mellitus and Alzheimer’s Disease: Shared Molecular Mechanisms and Potential Common Therapeutic Targets,2022,95,0,0.1511356289807435,Amyloid/Tau Pathology
41dec08aacf5d95d40ba0a6e203914629c445c60,PLD3 affects axonal spheroids and network defects in Alzheimer’s disease,2022,108,4,0.09005042735871412,Neuroinflammation & Immune
401ad8a780ff1c6fdb26e43caf6ed2d2ca53410c,"Increasing participant diversity in AD research: Plans for digital screening, blood testing, and a community‐engaged approach in the Alzheimer's Disease Neuroimaging Initiative 4",2022,98,2,0.08701227252333381,Amyloid/Tau Pathology
8773df26ae53b48bb51f8df1a2166dd911d4ba4b,Alzheimer's disease failed clinical trials.,2022,102,0,0.110014042094619,Amyloid/Tau Pathology
356ddefeaba7fe396cac6481456d89eed5bebcbd,Reduced non–rapid eye movement sleep is associated with tau pathology in early Alzheimer’s disease,2019,292,2,0.18437673958180753,Amyloid/Tau Pathology
7546dbf15d5ed74de6fbdc3cc4a675be885a1b66,Characterization of pre‐analytical sample handling effects on a panel of Alzheimer's disease–related blood‐based biomarkers: Results from the Standardization of Alzheimer's Blood Biomarkers (SABB) working group,2021,197,2,0.16790811825306518,Amyloid/Tau Pathology
84338b50a288b320cba29c82e937cfaa5fd969b2,Hippocampus and its involvement in Alzheimer’s disease: a review,2022,442,3,0.11250279262869708,Cognitive & Neuropsychological
e381e6b43d98516bf75fe8d6735d8d78672abcf2,Longitudinal tau PET in ageing and Alzheimer’s disease,2018,395,2,0.11549056525074113,Amyloid/Tau Pathology
42195d75d62f8f920ad22c3089ff19f2366b42d1,"Glymphatic system, AQP4, and their implications in Alzheimer’s disease",2021,176,0,0.07611637051376573,Amyloid/Tau Pathology
525bc53b0ae8b8be48fefb04cf22171a4db075f5,Recent advances in molecular pathways and therapeutic implications targeting neuroinflammation for Alzheimer’s disease,2021,305,4,0.11184003393768469,Neuroinflammation & Immune
c7675b9130f3148d953817152867b916eb83c054,Machine Learning and Novel Biomarkers for the Diagnosis of Alzheimer’s Disease,2021,198,2,0.16552321314915072,Amyloid/Tau Pathology
170145f39dfe8b2e7ba045de0708c78148a8b689,Insulin Resistance and Diabetes Mellitus in Alzheimer’s Disease,2021,174,0,0.0948117930654915,Amyloid/Tau Pathology
5e1bd3bf5c15a23e26c03b5fb77a0eda724d2367,Common variants in Alzheimer’s disease and risk stratification by polygenic risk scores,2021,266,4,0.20060004798229197,Neuroinflammation & Immune
571e023e5289b1ffce81589d8847d53ae196d76d,The Impact of Disease Comorbidities in Alzheimer's Disease,2021,213,0,0.075069014890578,Amyloid/Tau Pathology
c31cdc909cdd0eb4464f1f5dafa63b010199be29,GSK-3 and Tau: A Key Duet in Alzheimer’s Disease,2021,237,0,0.16207200478064404,Amyloid/Tau Pathology
ea5d49b11e9d2b96f3bea644cdd9230443017a7e,Alzheimer's disease: Recent treatment strategies.,2020,437,5,0.12727103967145934,Drug/Therapeutic Interventions
4e730c58ada63bf595934684039399fa6791099a,Evaluating the efficacy and mechanism of metformin targets on reducing Alzheimer’s disease risk in the general population: a Mendelian randomisation study,2022,77,4,0.179274755528862,Neuroinflammation & Immune
7b94effb298751bdf731e2287fabd617282696f0,Type 3 Diabetes and Its Role Implications in Alzheimer’s Disease,2020,305,0,0.11087007539049025,Amyloid/Tau Pathology
14e9398038ca32cb562eda9d4249b0da8639bcc9,Involvement of Lipids in Alzheimer’s Disease Pathology and Potential Therapies,2020,292,4,0.1222533120550123,Neuroinflammation & Immune
65f93e6c5d4b87adf97d590405b838e07dd73579,"TREM2, Microglia, and Alzheimer's Disease.",2021,172,4,0.19092692692149751,Neuroinflammation & Immune
e90773fc4de41e406e2e3577a4493481c97eb6fd,New approaches to symptomatic treatments for Alzheimer’s disease,2021,187,5,0.19054834356101294,Drug/Therapeutic Interventions
ec1964c7f178295bd9a6264537a2067d46eaf19c,Neuroinflammation in Alzheimer’s Disease,2021,210,0,0.13256095458349917,Amyloid/Tau Pathology
cd76a21313f71c976d813bbbbb536cb368e93087,Oxidative Stress and Beta Amyloid in Alzheimer’s Disease. Which Comes First: The Chicken or the Egg?,2021,212,0,0.16602059505799682,Amyloid/Tau Pathology
82082a59ea50b3fc6a967a22a86799b15ba114e1,Neuroprotective Natural Products for Alzheimer’s Disease,2021,177,5,0.08171418370367824,Drug/Therapeutic Interventions
e58454acd575a9e757002fffb8799d820fd22cd5,Cellular senescence at the crossroads of inflammation and Alzheimer's disease.,2021,189,0,0.031019307402333985,Amyloid/Tau Pathology
e4bc50e57a790984b98a42d5fc4b568c9d76631c,Neuroprotective Herbs for the Management of Alzheimer’s Disease,2021,168,5,0.11477525812925286,Drug/Therapeutic Interventions
c41d41c516995b4d8dbf9d00ff49997816b2a194,A review on advances of treatment modalities for Alzheimer's disease.,2021,176,5,0.12949310318297796,Drug/Therapeutic Interventions
5f15c87bc906c2de971bf98657052b500479d25a,Proteome profiling in cerebrospinal fluid reveals novel biomarkers of Alzheimer's disease,2020,214,2,0.24811965051345405,Amyloid/Tau Pathology
e9a8bed69e0f4eb2ea5ff8c67c4ac48778bb80a4,Clinical and biomarker changes of Alzheimer's disease in adults with Down syndrome: a cross-sectional study,2020,223,2,0.2756128769818334,Amyloid/Tau Pathology
90501d81c5d75775b2ec7b5961316fa91527eba3,Probiotics for Alzheimer’s Disease: A Systematic Review,2021,150,0,0.12886838037895854,Amyloid/Tau Pathology
040ac096c893f0d0abc80438d9f94c3cfdb35a21,Integrative transcriptome analyses of the aging brain implicate altered splicing in Alzheimer’s disease susceptibility,2018,350,4,0.17913245243916795,Neuroinflammation & Immune
eb1451cd55156817f34f1624ec88f57bc864168d,"The Cholinergic System, the Adrenergic System and the Neuropathology of Alzheimer’s Disease",2021,147,0,0.08070776046048901,Amyloid/Tau Pathology
877fefc8660e9ce01bcf619a32b3518beda02b02,Senolytic Therapy to Modulate the Progression of Alzheimer’s Disease (SToMP-AD): A Pilot Clinical Trial,2021,150,0,0.07346593588452087,Amyloid/Tau Pathology
