paper_id,title,kmeans_cluster
cd67a41ba85496bd52a26876603cd9e98da0aadf,"Plasma Aβ42/40 ratio, p‐tau181, GFAP, and NfL across the Alzheimer's disease continuum: A cross‐sectional and longitudinal study in the AIBL cohort",4
51caf22cfa8189bb8698dbf64d89901d87c032be,Entorhinal cortex dysfunction in Alzheimer's disease.,1
e371ddc3df37cb45af44ac8ba726b5a15a933ac0,The AHEAD 3–45 Study: Design of a prevention trial for Alzheimer’s disease,4
7f76eb0a44f51fa510516c1d3d2d7020f7b7581c,γ-Secretase in Alzheimer’s disease,1
870476deb1bcfcfdc6a9a44f468b5fb5c50e5bdc,Pathogenesis of Alzheimer’s Disease,3
180469ad722ebaf51ef94dbda879f9371481e975,Functional aspects of meningeal lymphatics in ageing and Alzheimer’s disease,3
7be83da5f600d7406257ef9f7c15c2a10bada14d,Amyloid Beta in Aging and Alzheimer’s Disease,1
8ea1401380b8d869b4dfed293782aa1f424b1e07,Endophenotype-based in silico network medicine discovery combined with insurance record data mining identifies sildenafil as a candidate drug for Alzheimer’s disease,3
bb77b00ed026368a39d8dcda3c552f322e6c1840,New insights into the role of TREM2 in Alzheimer’s disease,1
4712172dfe0d263973de63eb9d192a17200b305d,Neuronal cell death mechanisms in Alzheimer’s disease: An insight,1
71aa157658508c1e96acdbaa9cd0e8c2044c36d2,FSH blockade improves cognition in mice with Alzheimer’s disease,3
982e40475af954b02affb4aa636e9b89877b8986,"Amyloidosis in Alzheimer’s Disease: Pathogeny, Etiology, and Related Therapeutic Directions",3
82bade412bef33df1fc214307836792ffda9e257,Structure-based discovery of small molecules that disaggregate Alzheimer’s disease tissue derived tau fibrils in vitro,3
eb48959bc5944174ee9af974333598e1aa4c55c6,Microglia and Alzheimer’s Disease,1
7714f65032c3e134b7af351ea0bebc158a9a5579,Plasma biomarkers and genetics in the diagnosis and prediction of Alzheimer’s disease,4
92e984724c93f5ec268e1323789b537d8348852f,Emerging roles of innate and adaptive immunity in Alzheimer's disease.,1
174d9d97d84156b7f29fa3a46df3933027e22756,Alzheimer’s Disease as Type 3 Diabetes: Common Pathophysiological Mechanisms between Alzheimer’s Disease and Type 2 Diabetes,3
8e8421c9187863797de846e2a2ccabd08bd2b2c4,Activation of Wnt/β-catenin pathway mitigates blood–brain barrier dysfunction in Alzheimer’s disease,3
9695f13664c14aa71aaa2576f95ce9ed7e6b0670,Mitophagy in Alzheimer’s disease: Molecular defects and therapeutic approaches,1
be3a4c51ab47198fdeeeeef5137fc569da2fa1db,Microbiota in neuroinflammation and synaptic dysfunction: a focus on Alzheimer’s disease,3
753d1219fdab45cb55f727f3eb7dc395040f617d,Targeting neuroinflammation in Alzheimer’s disease: from mechanisms to clinical applications,1
0689c6468b4d579e81a36ab8253bfa43cf10bd47,Alzheimer’s Disease: An Update and Insights Into Pathophysiology,3
46dea208ca62d467417c3194b837ffa2d82303ac,Brain-derived tau: a novel blood-based biomarker for Alzheimer’s disease-type neurodegeneration,4
d4f75b92064ce3869e1f72217dad2069511e88a8,A Novel Approach Utilizing Machine Learning for the Early Diagnosis of Alzheimer's Disease,5
63e13545e992830c08737ad77831376af298dbe4,Convolutional neural network based Alzheimer's disease classification from magnetic resonance brain images,5
0303b3af69f624881326c561ba71e35090489bb0,The Neuroprotective Potentiality of Flavonoids on Alzheimer’s Disease,3
b30375304fbb3bbe24c65c0d3d83174fda89f46d,Histone Modifications in Alzheimer’s Disease,3
fc513fa1b4022731e93eddf452bcb9d12ef71611,Mouse Models of Alzheimer’s Disease,1
0a13ebffeb6b96845b4d468dad631e8e75b02104,MicroRNAs in Alzheimer's disease: Potential diagnostic markers and therapeutic targets.,3
893c736c079917c2a99401cdad0e03b99dbce263,Innate Immune Cell Death in Neuroinflammation and Alzheimer’s Disease,1
603fda8c2b25baf683c0c033cfeb28cb7cc7c250,"Aging, Cellular Senescence, and Alzheimer’s Disease",1
c88971a97a8e2f7806543a80671d08f7c97553cc,Amyloid-beta peptide and tau protein crosstalk in Alzheimer’s disease,3
7054b0752449b4e7b65eeba9dab15edcc7b6e65e,Functional aspects of meningeal lymphatics in aging and Alzheimer’s disease,3
c0dce7aa986d3b3e3a4767c6bef81f14eac22e8e,Association of COVID-19 with New-Onset Alzheimer’s Disease,2
4bb1efbfde30bb1f3ccb7e94ba66c4f3c881f9a3,Vascular contributions to Alzheimer's disease.,3
9f72a0f518c638bbcec926a6e53cecafbdda2b2b,Depression—an underrecognized target for prevention of dementia in Alzheimer’s disease,3
d1b5d89923358b952f3c4fc4d50987046f27a8cc,Phosphorylated tau interactome in the human Alzheimer’s disease brain,1
9624ff182999a1c3f8b11f105009b2b703f2086d,Diet in the Prevention of Alzheimer’s Disease: Current Knowledge and Future Research Requirements,3
241a0f07b9a412e68daabff90ccdf6a416d727d1,APOE2: protective mechanism and therapeutic implications for Alzheimer’s disease,3
6cfe44f16ac2df5bdc005343d99650e576117e3e,Vascular dysfunction—The disregarded partner of Alzheimer's disease,3
789e9c09bec0ca2bdba37735fdd8feba63c7e75e,A Comparative Analysis of Machine Learning Algorithms to Predict Alzheimer's Disease,5
ab720c431d9e324dee8131e95b57fa2b0626c470,Systematic Review on Resting-State EEG for Alzheimer's Disease Diagnosis and Progression Assessment,4
e9bcffac757b087de0ff3df3b29148134d12651e,Forecasting the prevalence of preclinical and clinical Alzheimer's disease in the United States,2
2183e0172acc78f3cd73ac15d067492d935e3243,Tau Activates Transposable Elements in Alzheimer’s Disease,1
9e64b2b5d7cb1c81bb59af998164880371bedca4,Alzheimer’s disease hypothesis and related therapies,3
705de1ad648e58eb4f0365ee12849559794f34bf,Alzheimer's disease drug development pipeline: 2018,0
9da6ba93bc5b92fa2d7c5ca2e936d34d44b264b1,Impaired glymphatic function and clearance of tau in an Alzheimer’s disease model,1
66cbd7b478e40c5ead0313badcb6e76142993513,Astrocyte Biomarkers in Alzheimer's Disease.,4
10eb5e409415886b2bcc043c5161ece40dd0d30b,Randomized Trial of Verubecestat for Prodromal Alzheimer's Disease,2
89496855e1329c674b4d11681eb43b25f9d3235a,Treatment Combinations for Alzheimer’s Disease: Current and Future Pharmacotherapy Options,0
6e74924cc87c19d7b7c48a938a22d85b71a4c11b,RNN-based longitudinal analysis for diagnosis of Alzheimer's disease,5
e3bc9ece59fa8f8dfe88a836bf7ad9f342fd2552,Lecanemab in Early ­Alzheimer’s Disease,4
2174c53d50ede3cd0176dc44b2a3146f93f2f915,Alzheimer's disease and its treatment by different approaches: A review.,3
72b3390486d9b9e4f520e158eae290219d68fc16,Deep learning-based speech analysis for Alzheimer’s disease detection: a literature review,5
484fc4606cd9375fb1cd01dc6424a3629c2ba97e,Structural progression of Alzheimer’s disease over decades: the MRI staging scheme,4
1aa417b931226131543ee0749e8af1c5f242225a,Type 2 Diabetes Mellitus and Alzheimer’s Disease: Shared Molecular Mechanisms and Potential Common Therapeutic Targets,3
41dec08aacf5d95d40ba0a6e203914629c445c60,PLD3 affects axonal spheroids and network defects in Alzheimer’s disease,3
401ad8a780ff1c6fdb26e43caf6ed2d2ca53410c,"Increasing participant diversity in AD research: Plans for digital screening, blood testing, and a community‐engaged approach in the Alzheimer's Disease Neuroimaging Initiative 4",4
8773df26ae53b48bb51f8df1a2166dd911d4ba4b,Alzheimer's disease failed clinical trials.,1
356ddefeaba7fe396cac6481456d89eed5bebcbd,Reduced non–rapid eye movement sleep is associated with tau pathology in early Alzheimer’s disease,4
7546dbf15d5ed74de6fbdc3cc4a675be885a1b66,Characterization of pre‐analytical sample handling effects on a panel of Alzheimer's disease–related blood‐based biomarkers: Results from the Standardization of Alzheimer's Blood Biomarkers (SABB) working group,4
84338b50a288b320cba29c82e937cfaa5fd969b2,Hippocampus and its involvement in Alzheimer’s disease: a review,3
e381e6b43d98516bf75fe8d6735d8d78672abcf2,Longitudinal tau PET in ageing and Alzheimer’s disease,4
42195d75d62f8f920ad22c3089ff19f2366b42d1,"Glymphatic system, AQP4, and their implications in Alzheimer’s disease",3
525bc53b0ae8b8be48fefb04cf22171a4db075f5,Recent advances in molecular pathways and therapeutic implications targeting neuroinflammation for Alzheimer’s disease,1
c7675b9130f3148d953817152867b916eb83c054,Machine Learning and Novel Biomarkers for the Diagnosis of Alzheimer’s Disease,4
170145f39dfe8b2e7ba045de0708c78148a8b689,Insulin Resistance and Diabetes Mellitus in Alzheimer’s Disease,3
5e1bd3bf5c15a23e26c03b5fb77a0eda724d2367,Common variants in Alzheimer’s disease and risk stratification by polygenic risk scores,3
571e023e5289b1ffce81589d8847d53ae196d76d,The Impact of Disease Comorbidities in Alzheimer's Disease,3
c31cdc909cdd0eb4464f1f5dafa63b010199be29,GSK-3 and Tau: A Key Duet in Alzheimer’s Disease,1
ea5d49b11e9d2b96f3bea644cdd9230443017a7e,Alzheimer's disease: Recent treatment strategies.,1
4e730c58ada63bf595934684039399fa6791099a,Evaluating the efficacy and mechanism of metformin targets on reducing Alzheimer’s disease risk in the general population: a Mendelian randomisation study,2
7b94effb298751bdf731e2287fabd617282696f0,Type 3 Diabetes and Its Role Implications in Alzheimer’s Disease,3
14e9398038ca32cb562eda9d4249b0da8639bcc9,Involvement of Lipids in Alzheimer’s Disease Pathology and Potential Therapies,3
65f93e6c5d4b87adf97d590405b838e07dd73579,"TREM2, Microglia, and Alzheimer's Disease.",1
e90773fc4de41e406e2e3577a4493481c97eb6fd,New approaches to symptomatic treatments for Alzheimer’s disease,0
ec1964c7f178295bd9a6264537a2067d46eaf19c,Neuroinflammation in Alzheimer’s Disease,3
cd76a21313f71c976d813bbbbb536cb368e93087,Oxidative Stress and Beta Amyloid in Alzheimer’s Disease. Which Comes First: The Chicken or the Egg?,3
82082a59ea50b3fc6a967a22a86799b15ba114e1,Neuroprotective Natural Products for Alzheimer’s Disease,3
e58454acd575a9e757002fffb8799d820fd22cd5,Cellular senescence at the crossroads of inflammation and Alzheimer's disease.,3
e4bc50e57a790984b98a42d5fc4b568c9d76631c,Neuroprotective Herbs for the Management of Alzheimer’s Disease,3
c41d41c516995b4d8dbf9d00ff49997816b2a194,A review on advances of treatment modalities for Alzheimer's disease.,3
5f15c87bc906c2de971bf98657052b500479d25a,Proteome profiling in cerebrospinal fluid reveals novel biomarkers of Alzheimer's disease,4
e9a8bed69e0f4eb2ea5ff8c67c4ac48778bb80a4,Clinical and biomarker changes of Alzheimer's disease in adults with Down syndrome: a cross-sectional study,4
90501d81c5d75775b2ec7b5961316fa91527eba3,Probiotics for Alzheimer’s Disease: A Systematic Review,3
040ac096c893f0d0abc80438d9f94c3cfdb35a21,Integrative transcriptome analyses of the aging brain implicate altered splicing in Alzheimer’s disease susceptibility,3
eb1451cd55156817f34f1624ec88f57bc864168d,"The Cholinergic System, the Adrenergic System and the Neuropathology of Alzheimer’s Disease",3
877fefc8660e9ce01bcf619a32b3518beda02b02,Senolytic Therapy to Modulate the Progression of Alzheimer’s Disease (SToMP-AD): A Pilot Clinical Trial,3
b5cbb9e49280eaa77929d1b9eb2838b53e3dbd90,Linguistic markers predict onset of Alzheimer's disease,4
617150dbc79e5bc4b3726954d583da68b75a17b1,CREB and BDNF: Neurobiology and treatment of Alzheimer's disease.,3
e1848f9c2c3e5a027cf0fecb777bc90745326a43,Glymphatic System Impairment in Alzheimer's Disease and Idiopathic Normal Pressure Hydrocephalus.,4
04ab9871e15719be4d9ccc62151a8a350e0a3925,Medial temporal lobe connectivity and its associations with cognition in early Alzheimer’s disease,3
4487df3394eb7f1c60f8ed88e729b11c3dd8e9a7,Interpretation of risk loci from genome-wide association studies of Alzheimer's disease.,3
e1141e302cf592c9de79ae7f912fd93e52359b2f,The role of innate immune genes in Alzheimer's disease,1
2e72824f645d38303baef7e25e871826c3aa05e3,Large‐scale plasma proteomic profiling identifies a high‐performance biomarker panel for Alzheimer's disease screening and staging,4
2ddd56e8443ff31491ceb60742cd73fb50b3de68,Alzheimer's disease drug development pipeline: 2020,0
61e48ecf7c73bd148a65fc6dc9a2f20f3f8b9138,Alzheimer’s disease brain-derived extracellular vesicles spread tau pathology in interneurons,1
3f4660fb413b19f81f4f2f41b4003e133f34eea1,"The Links Between the Gut Microbiome, Aging, Modern Lifestyle and Alzheimer's Disease",3
4ab709cfdc72fc97c41dff4e43ba630d3fff4c05,The complexity of Alzheimer's disease: an evolving puzzle.,4
ae5813be19c130f6802871cf940506843943dac6,Adult Hippocampal Neurogenesis in Aging and Alzheimer's Disease,3
2dfc8834954310d06e98d0e0675a9168297da270,Ferroptosis as a mechanism of neurodegeneration in Alzheimer's disease,3
67943105b9698fab2b6f0a1da50f438bb8a1b195,White matter hyperintensity topography in Alzheimer's disease and links to cognition,3
a3b5ec07f43286eb4e513ab78bfe7ac49484d03c,Regional brain iron associated with deterioration in Alzheimer's disease: A large cohort study and theoretical significance,3
24dee5af991046cbb10eabc051408f2852b6d840,Calcium Dyshomeostasis in Alzheimer’s Disease Pathogenesis,1
7d519aa90a797844d0e1f255dcd95d8458590aec,Randomized Trial of Verubecestat for Mild‐to‐Moderate Alzheimer's Disease,2
8dff7b40271d04303b157a52f3b1a4008f7a04b1,The Gut Microbiome Alterations and Inflammation-Driven Pathogenesis of Alzheimer’s Disease—a Critical Review,3
c6c19af076fd35940baf89b6dfd34da1669cffa6,Transcranial magnetic stimulation of the precuneus enhances memory and neural activity in prodromal Alzheimer's disease,3
112bc5f3f1a4a98f00dbdbd7cab0a1e6da28f9b7,Neuropathology of Alzheimer’s Disease,3
baf9a71f3bd5cbc61201d4ea6e23a33679d881fa,Dysregulation of the epigenetic landscape of normal aging in Alzheimer’s disease,3
a942c7a666813d4032039b0fb2035205c765f5e9,The development and convergence of co-pathologies in Alzheimer's disease.,2
2ca60d43a306108f9848362f191709afbd181f8d,Fibre-specific white matter reductions in Alzheimer’s disease and mild cognitive impairment,4
e29646bd586a4b2c770bbb2f934a9e97f674040f,"Using the Alzheimer's Disease Neuroimaging Initiative to improve early detection, diagnosis, and treatment of Alzheimer's disease",5
77dc722d7eaaa7915f541bea60eba91085f745eb,The emerging role of exosomes in Alzheimer's disease.,3
134c75f3ef84445bd71b3bcd47fe3ec55882588e,Representativeness of samples enrolled in Alzheimer's disease research centers,2
a7cc914d460367dcba0fdb7e9290bc681d8a3b4a,"Duration of preclinical, prodromal, and dementia stages of Alzheimer's disease in relation to age, sex, and APOE genotype",4
c080f601a8f120510602adfd06e16db90e7df675,The gut microbiota-derived metabolite trimethylamine N-oxide is elevated in Alzheimer’s disease,4
1c85a91d71f7223e63d97a0f895971aa9f8b13fb,Intranasal Insulin for Alzheimer’s Disease,3
e223b746b32957ceec0f2671fecb2150a0e829e7,Activation of microglia and astrocytes: a roadway to neuroinflammation and Alzheimer’s disease,1
1ad5c1c5375df549f948654578231fec1f1eac46,Metal Toxicity Links to Alzheimer's Disease and Neuroinflammation.,3
3832f8ecf7c8d4956c6c45e9a3c7f05d68767461,Cerebrospinal Fluid Biomarkers of Alzheimer’s Disease: Current Evidence and Future Perspectives,4
f790e1e2e1c18ca9f94808211223e2f3527daa6f,"Mediterranean and Western diet effects on Alzheimer's disease biomarkers, cerebral perfusion, and cognition in mid‐life: A randomized trial",3
26d36f345c9e08256a449687876807fddf4b6bee,Physical exercise in the prevention and treatment of Alzheimer's disease,3
7ed24ce106dd1e44234a0396a6a33e0e66736e36,Neuroprotective Effects of Quercetin in Alzheimer’s Disease,3
e62795f1d02ef45acc79ae519f4790cb400bde66,The State of The Art on Acetylcholinesterase Inhibitors in the Treatment of Alzheimer’s Disease,3
b090443080eaf7c4fa5151c0d898addf9b3da1bb,Segregation of functional networks is associated with cognitive resilience in Alzheimer's disease.,4
4c309a2cda8ed0fbb929e8d94423570d9d2b29aa,Reproducibility of EEG functional connectivity in Alzheimer’s disease,4
e23331bf1ca3994b43e0dbb0e196eb7e647fd990,High Cortisol and the Risk of Dementia and Alzheimer’s Disease: A Review of the Literature,3
71ab2302114aa0ed6fe00369c31346996dc0b928,Evidence for brain glucose dysregulation in Alzheimer's disease,3
ec6d41e896d47b5146fe18dfe3a1a446d0217c61,Amyloid Beta and Phosphorylated Tau-Induced Defective Autophagy and Mitophagy in Alzheimer’s Disease,1
7a2c759d4e2dc7d57176ec766f9ec6d4152967a5,Modeling Alzheimer’s disease with iPSC-derived brain cells,3
c0cc695938dc41241163c82bb481b6d3ba12ddb6,Particulate matter and episodic memory decline mediated by early neuroanatomic biomarkers of Alzheimer's disease.,2
c608ce2db340507be65e47463bd93415dd5a1733,Alzheimer's disease prediction using machine learning techniques and principal component analysis (PCA),5
e97333724c3dda47e3596142eaff39293ad0ab80,ApoE4: an emerging therapeutic target for Alzheimer’s disease,1
95e7a1d75efeca85dc4ee997ef16ce74077fad84,Soluble TREM2 ameliorates pathological phenotypes by modulating microglial functions in an Alzheimer’s disease model,1
f43499dbbd3ebb80d1f8febf1da706c19c57a529,Risk factors for Alzheimer's disease.,3
eda3df69d8de0307e8d713a480cfa27b7700acaa,History and progress of hypotheses and clinical trials for Alzheimer’s disease,3
9fffe544193446f931e590077f24006d5321bb56,Stimulation of TREM2 with agonistic antibodies-an emerging therapeutic option for Alzheimer's disease.,1
dfed581375cefe7e5f89468a6773b92ce16cf238,Recruitment and retention of underrepresented populations in Alzheimer's disease research: A systematic review,2
03f17e3f939c50aeb0d4216956af7ffd4291a04f,Antihypertensive medications and risk for incident dementia and Alzheimer's disease: a meta-analysis of individual participant data from prospective cohort studies.,2
2a9359f803fe9d205c95f09b64de276bf983ca3c,The MS4A gene cluster is a key modulator of soluble TREM2 and Alzheimer’s disease risk,1
7c424dc7fd5e1d7dc27a66a2518f59b3bfac78bf,Alzheimer's Disease and Cardiovascular Disease: A Particular Association,3
fe81baa07d24570fe854a841bc6eb7e5c27b527e,Epigenetics of Alzheimer’s Disease,3
b45aee7d99bd2c5a3097d996ae31e00758081bc1,Iron Homeostasis Disorder and Alzheimer’s Disease,3
7350923efd8a41fad4f374dd3660a4703a79ff58,PET Imaging of Neuroinflammation in Alzheimer’s Disease,1
139ab6cad068a36a6d48b209180f6b6a49f8419e,Obesity-related brain atrophy is independent of Alzheimer's disease protein pathways,3
d2bec68ad26e56513bcea9df9022eaf8aec5b438,Prospective longitudinal atrophy in Alzheimer’s disease correlates with the intensity and topography of baseline tau-PET,4
ceeee231ce4d94e15047fc4edbf7266e52beabcd,A deep learning model for early prediction of Alzheimer's disease dementia based on hippocampal magnetic resonance imaging data,5
dba5eb1ddceae62c4901ca9f804753a2bb93f959,Multi-modal deep learning model for auxiliary diagnosis of Alzheimer's disease,5
bdffe8e31b9b933fead356867978b78836b1c858,Synaptic dysfunction in Alzheimer's disease: Mechanisms and therapeutic strategies.,1
432cac260f4ab1115cc18eeeb57e7b54a221b3e5,The complexity of tau in Alzheimer's disease.,1
4752146593ed77ee4783b6db742102c9b45fbb2d,Modular machine learning for Alzheimer's disease classification from retinal vasculature,5
55ecca0b238a8787819970ef5bf84e6c65590405,Donanemab (LY3002813) dose‐escalation study in Alzheimer's disease,2
ca78916f49609eb7a417a4147b7ca63a567d42c7,The Relationship Between Anxiety and Alzheimer’s Disease,3
d05d27c7b4f639b104498d15aea0a90d65cbebce,A Review of Deep Transfer Learning Approaches for Class-Wise Prediction of Alzheimer’s Disease Using MRI Images,5
01c64956113dcaa0837db9f0cd3e6edf422704f1,"Inflammation: the link between comorbidities, genetics, and Alzheimer’s disease",3
534619240fd8e4831fffa2aa9748964c55e95142,Alzheimer's Disease and Type 2 Diabetes: A Critical Assessment of the Shared Pathological Traits,3
8d3aa59660a79a78e932e91aac304057e9344bda,EEG evidence of compensatory mechanisms in preclinical Alzheimer's disease.,4
53a3e3691930d711843b1cb85d8f29b9b837eaea,COVID-19 and Alzheimer’s Disease,3
c6895d8c0ba66ae6ebc1086c71fe7503ed157837,Prevalence and incidence of clinically diagnosed Alzheimer's disease dementia from 1994 to 2012 in a population study,2
8bdb286a9fa16b7316d7980094c33cea1f782165,Tau Protein Disrupts Nucleocytoplasmic Transport in Alzheimer's Disease.,1
f33f770301e2e1489eb88718a73813d01ce50a93,The Alzheimer’s Disease Assessment Scale–Cognitive Subscale (ADAS-Cog): Modifications and Responsiveness in Pre-Dementia Populations. A Narrative Review,2
26559a1c0895d63e621529f9d63c62c72b89def2,"Apolipoprotein E, Receptors, and Modulation of Alzheimer's Disease.",3
68b6e6c5c88fdf9e3be2ec01e25eb55271c60549,Longitudinal plasma p-tau217 is increased in early stages of Alzheimer’s disease,4
9faf4d3cb277fd8ea788b0d632e82821c1703d96,Lipids and Alzheimer’s Disease,3
a0afcb77c80363451c273aa98dfefe350ce4d9c4,Current understanding of metal ions in the pathogenesis of Alzheimer’s disease,3
3979ac7dde786c6574c64500669bec137c3023f5,Hypothesis: Tau pathology is an initiating factor in sporadic Alzheimer's disease,1
3c4be3c43d802793d64203246557807a7d83d2bc,Glial Fibrillary Acidic Protein in Serum is Increased in Alzheimer’s Disease and Correlates with Cognitive Impairment,4
d1a1518091fb98f555e1f5fb66df3cf54e2bfe64,Abnormality of m6A mRNA Methylation Is Involved in Alzheimer’s Disease,3
5ca8d2c382d1da5d5332b0e0d3390d785cfa379a,The essential elements of Alzheimer’s disease,3
a344c1f92ba3d4f17b503a756a764c78783c5b93,Defective Mitophagy in Alzheimer's Disease.,1
6f8f93999764c82e3fe5f4f024051323a4fd9503,Exercise benefits on Alzheimer's disease: state-of-the-science.,3
11730950398b12b20cae640335b7a6d89e39e853,Alzheimer’s disease diagnosis and classification using deep learning techniques,5
15d8fc2bcd17df5532d32ff0bba63aef6615fa3c,Alzheimer’s Disease – Why We Need Early Diagnosis,3
4ebc6c161740b5bcd7eb65b9294fc188e842a93e,Cerebrospinal fluid phospho-tau T217 outperforms T181 as a biomarker for the differential diagnosis of Alzheimer’s disease and PET amyloid-positive patient identification,4
fd820fb99a1df1f686e8168867a5b27e635ec055,Type 2 Diabetes Mellitus as a Risk Factor for Alzheimer’s Disease: Review and Meta-Analysis,3
eb3bdc8a0fa15ac1ebcca20222834d721b5b5736,Perspectives and challenges in patient stratification in Alzheimer’s disease,3
b299ad30d1559b52e4d518e6ec4abc78df89f9e3,Dendritic Tau in Alzheimer's Disease.,1
dfe3ab096261183dbf2274bd7aeff8651ec8757b,Biomarkers for Alzheimer’s disease—preparing for a new era of disease-modifying therapies,4
120f0bcb8bc0ff5f952a6330e138b4443024e4c5,Alzheimer’s Disease and Vascular Aging,3
d7c016fdb77b0bf2f4084baafe0723b7ea9821bb,Knockout of the longevity gene Klotho perturbs aging and Alzheimer’s disease-linked brain microRNAs and tRNA fragments,1
9a87baddc920c5073594dba0bf2352ca0d71ecc0,"Iron Metabolism, Ferroptosis, and the Links With Alzheimer’s Disease",3
6e0b8813cc1784caf047db8772085b3cfb87e754,The Role of Mitochondria in Neurodegenerative Diseases: the Lesson from Alzheimer’s Disease and Parkinson’s Disease,3
f60515b1292dd773bc1469b0e11926a4696cd28d,The Role of Microglia and the Nlrp3 Inflammasome in Alzheimer's Disease,1
db60fb1fe3e0ecd7353f07cee969739da9e10023,Structural magnetic resonance imaging for the early diagnosis of dementia due to Alzheimer's disease in people with mild cognitive impairment.,2
e8fab6b9247f1f7cff3bf4b9d0832a595915e697,The clinical promise of biomarkers of synapse damage or loss in Alzheimer’s disease,4
11f29d0fe4773e7d583087e03484d93e0d84d8f0,In vivo measurement of widespread synaptic loss in Alzheimer's disease with SV2A PET,4
e325022dbab9d94504492a3c0723f0fb9be42ff2,Alzheimer's disease; a review of the pathophysiological basis and therapeutic interventions.,0
d53d4ae70df8f6a4a9fa19b820359c29d6342ec1,Identification and immunological characterization of cuproptosis-related molecular clusters in Alzheimer's disease,1
7d7de090e85ce38bd03f3867cf1d47926a64d067,Alzheimer’s Disease and Inflammaging,3
dc7f44c6fea0f52e92b8379654fe9b6cd9b23cd4,Blood neuro‐exosomal synaptic proteins predict Alzheimer's disease at the asymptomatic stage,4
19cf6dd3268a77f97938eba4fd47b866f6aa59f8,Oxidative stress in alzheimer's disease: A review on emergent natural polyphenolic therapeutics.,3
2c658d7d975ce0f17da361ecf3fedd87c796d714,Deep Convolution Neural Network Based System for Early Diagnosis of Alzheimer's Disease,5
1657956aa76896e4bf97aa96b64b74940dc0c0f2,d-glutamate and Gut Microbiota in Alzheimer’s Disease,3
d1358892d24e981eeadb966ee90dca7fd855769b,Pharmacological targeting of MCL-1 promotes mitophagy and improves disease pathologies in an Alzheimer’s disease mouse model,1
a3c2f480e456f822d6d00a9869150d42d2f65692,The Role of Periodontitis and Periodontal Bacteria in the Onset and Progression of Alzheimer’s Disease: A Systematic Review,3
48240b77d27f3d2db64360a399cf70aa5acca327,Neutrophil adhesion in brain capillaries reduces cortical blood flow and impairs memory function in Alzheimer’s disease mouse models,1
b1038bcde6db1e2542f5fd2125606da785bc5582,Alzheimer’s disease pathology propagation by exosomes containing toxic amyloid-beta oligomers,3
36a655d30412c705b685057847139d867e5f59b9,Time course of phosphorylated-tau181 in blood across the Alzheimer’s disease spectrum,4
7b80231587d3d329d89fad53eaa05a17ce2da33d,Mitophagy in Alzheimer’s Disease and Other Age-Related Neurodegenerative Diseases,3
f7b46f2e5a516df313c0f714dab6876fd4e285e9,N-acetylneuraminic acid links immune exhaustion and accelerated memory deficit in diet-induced obese Alzheimer’s disease mouse model,1
0080da873a45ddaf507e607a269d2e86418297c0,Lifespan Changes of the Human Brain In Alzheimer’s Disease,4
e2b45ec414da3d57b4453b2fb1589914004ed7b1,The antimicrobial protection hypothesis of Alzheimer's disease,3
6572744d60e80747b9b529ceee9e6a3d190bc1d3,Resveratrol and neuroprotection: an insight into prospective therapeutic approaches against Alzheimer’s disease from bench to bedside,3
cead1e40c6689780b8d792ddb5dc6ade52bb3442,GABAergic dysfunction in excitatory and inhibitory (E/I) imbalance drives the pathogenesis of Alzheimer's disease,3
d2acd12fa9b0a54d53d44c5be4d918e6c483b030,Emerging role of gut microbiota in modulation of neuroinflammation and neurodegeneration with emphasis on Alzheimer's disease.,3
dfdee86a66dc052a789531680c0aee9d0732f878,Combination Drug Therapy for the Management of Alzheimer’s Disease,0
362b1b5f41a44c5355006a350797f9de777facaf,Relationship between cortical iron and tau aggregation in Alzheimer’s disease,3
79f6560bf13bf142b0db793f012ca01015552fe3,Antidiabetic Drugs in the Treatment of Alzheimer’s Disease,3
a10ba8cd8a90fcef2f3049f396ffbf6bc518c88a,Comparison of amyloid PET measured in Centiloid units with neuropathological findings in Alzheimer’s disease,4
ba8212ede158ac5fff041fb4b64263756e1489fe,Machine Learning Techniques for the Diagnosis of Alzheimer’s Disease,5
79d2b6173182c7ce25fea9ae125d64a66a9442d4,Implications of sleep disturbance and inflammation for Alzheimer's disease dementia.,3
ff46272ccea00d354a04ba576f6fd38f76453bf5,Tau and neuroinflammation: What impact for Alzheimer's Disease and Tauopathies?,1
fe01e88233a6677e6f6930a86e1b19038178bd2a,Autophagy and Alzheimer’s Disease: From Molecular Mechanisms to Therapeutic Implications,1
c633b3e9994f6abc09e24765003a19680c3f55a1,Revisiting the Cholinergic Hypothesis in Alzheimer's Disease: Emerging Evidence from Translational and Clinical Research,3
d84253d3dc6e854f2314bcafda805a5a70091b9d,Traumatic Brain Injury and Alzheimer's Disease: The Cerebrovascular Link,3
ced7fd41688b0c108602369a1719f292f35ac678,The cerebellum in Alzheimer's disease: evaluating its role in cognitive decline.,3
5f1dd65d1f5bb8c0c0ea98b765f2f1b8f24c4240,Sex and Gender Differences in Alzheimer's Disease Dementia.,2
2e39d357ed11a5634db1df4dbe5a8aac9de44c1c,Digital biomarkers for Alzheimer’s disease: the mobile/wearable devices opportunity,4
96a3277dea5c42a6083a24c1f9ca224ff43631d7,Bioactive Compounds and Their Derivatives: An Insight into Prospective Phytotherapeutic Approach against Alzheimer's Disease,3
